,name,country,discipline
1058,J. SKRABEL,"YUG, ",Road Cycling
1059,Antonin HÖNIG,"TCH, ",Road Cycling
1060,Ahmed RHAILI,"MAR, ",Road Cycling
1061,David IORNOS,"NCA, ",Road Cycling
1062,Alain MASSON,"CAN, ",Road Cycling
1063,Norberto ARCEO,"PHI, ",Road Cycling
1064,Buudai LUVSAN,"MGL, ",Road Cycling
1065,Vid CENCIC,"URU, ",Road Cycling
1066,Tamotsu CHIKANARI,"JPN, ",Road Cycling
1067,Henk VOGELS,"AUS, ",Road Cycling
1068,Matt WHITE,"AUS, ",Road Cycling
1069,Alberto RODRIGUEZ,"URU, ",Road Cycling
1070,Hipolito POZO,"ECU, ",Road Cycling
1071,Joseph JONES,"CAN, ",Road Cycling
1072,Josef SCHRANER,"SUI, ",Road Cycling
1073,Andre CARDOSO,"POR, ",Road Cycling
1074,Alejandro VALVERDE,"ESP, ",Road Cycling
1075,Thomas LOVKVIST,"SWE, ",Road Cycling
1076,Anna PLICHTA,"POL, ",Road Cycling
1077,Shani BLOCH,"ISR, ",Road Cycling
1078,Fabio ARU,"ITA, ",Road Cycling
1079,Onur BALKAN,"TUR, ",Road Cycling
1080,Istvan PARAKER,"HUN, ",Road Cycling
1081,Pierre HOUDÉ,"BEL, ",Road Cycling
1082,J. SKRABEL,"YUG, ",Road Cycling
1083,Antonin HÖNIG,"TCH, ",Road Cycling
1084,Ahmed RHAILI,"MAR, ",Road Cycling
1085,David IORNOS,"NCA, ",Road Cycling
1086,Alain MASSON,"CAN, ",Road Cycling
1087,Norberto ARCEO,"PHI, ",Road Cycling
1088,Buudai LUVSAN,"MGL, ",Road Cycling
1089,Vid CENCIC,"URU, ",Road Cycling
1090,Tamotsu CHIKANARI,"JPN, ",Road Cycling
1091,Henk VOGELS,"AUS, ",Road Cycling
1092,Matt WHITE,"AUS, ",Road Cycling
1093,Alberto RODRIGUEZ,"URU, ",Road Cycling
1094,Hipolito POZO,"ECU, ",Road Cycling
1095,Joseph JONES,"CAN, ",Road Cycling
1096,Josef SCHRANER,"SUI, ",Road Cycling
1097,Andre CARDOSO,"POR, ",Road Cycling
1098,Alejandro VALVERDE,"ESP, ",Road Cycling
1099,Thomas LOVKVIST,"SWE, ",Road Cycling
1100,Anna PLICHTA,"POL, ",Road Cycling
1101,Shani BLOCH,"ISR, ",Road Cycling
1102,Fabio ARU,"ITA, ",Road Cycling
1103,Onur BALKAN,"TUR, ",Road Cycling
1104,Lindsay GAULD,"CAN, ",Road Cycling
1105,Imelda CHIAPPA,"ITA, ",Road Cycling
1106,Rogelio ARANGO,"COL, ",Road Cycling
1107,Fausto LURATI,"SUI, ",Road Cycling
1108,Heleen HAGE,"NED, ",Road Cycling
1109,Frank VERLEYEN,"BEL, ",Road Cycling
1110,Vinko POLONCIC,"YUG, ",Road Cycling
1111,Geir DAHLEN,"NOR, ",Road Cycling
1112,Dietmar HAUER,"AUT, ",Road Cycling
1113,Frank FRANCKEN,"BEL, ",Road Cycling
1114,Erik BREUKINK,"NED, ",Road Cycling
1115,Billy KERR,"IRL, ",Road Cycling
1116,Hubert SEIZ,"SUI, ",Road Cycling
1117,Assan BAZAYEV,"KAZ, ",Road Cycling
1118,Muradjan HALMURATOV,"UZB, ",Road Cycling
1119,Mirac KAL,"TUR, ",Road Cycling
1120,Chloe HOSKING,"AUS, ",Road Cycling
1121,Aldo ARENCIBIA,"CUB, ",Road Cycling
1122,Helle SORENSEN,"DEN, ",Road Cycling
1123,Krisztian LOVASSY,"HUN, ",Road Cycling
1124,Frank HOSTE,"BEL, ",Road Cycling
1125,Raul LABBATE,"ARG, ",Road Cycling
1126,Pierrick FEDRIGO,"FRA, ",Road Cycling
1127,Pierfranco VIANELLI,"ITA, ",Road Cycling
1128,Lindsay GAULD,"CAN, ",Road Cycling
1129,Imelda CHIAPPA,"ITA, ",Road Cycling
1130,Rogelio ARANGO,"COL, ",Road Cycling
1131,Fausto LURATI,"SUI, ",Road Cycling
1132,Heleen HAGE,"NED, ",Road Cycling
1133,Frank VERLEYEN,"BEL, ",Road Cycling
1134,Vinko POLONCIC,"YUG, ",Road Cycling
1135,Geir DAHLEN,"NOR, ",Road Cycling
1136,Dietmar HAUER,"AUT, ",Road Cycling
1137,Frank FRANCKEN,"BEL, ",Road Cycling
1138,Erik BREUKINK,"NED, ",Road Cycling
1139,Billy KERR,"IRL, ",Road Cycling
1140,Hubert SEIZ,"SUI, ",Road Cycling
1141,Assan BAZAYEV,"KAZ, ",Road Cycling
1142,Muradjan HALMURATOV,"UZB, ",Road Cycling
1143,Mirac KAL,"TUR, ",Road Cycling
1144,Chloe HOSKING,"AUS, ",Road Cycling
1145,Aldo ARENCIBIA,"CUB, ",Road Cycling
1146,Helle SORENSEN,"DEN, ",Road Cycling
1147,Krisztian LOVASSY,"HUN, ",Road Cycling
1148,Frank HOSTE,"BEL, ",Road Cycling
1149,Raul LABBATE,"ARG, ",Road Cycling
1150,Pierrick FEDRIGO,"FRA, ",Road Cycling
1151,Pierfranco VIANELLI,"ITA, ",Road Cycling
1152,Terumi OGURA,"JPN, ",Road Cycling
1153,Monique KNOL,"NED, ",Road Cycling
1154,Arthur TENN,"JAM, ",Road Cycling
1155,Tompson MENSAH,"TOG, ",Road Cycling
1156,David GILLOW,"ZIM, ",Road Cycling
1157,Marcel STAUBLE,"SUI, ",Road Cycling
1158,Wernell RENEAU,"BIZ, ",Road Cycling
1159,Ramon NORIEGA,"VEN, ",Road Cycling
1160,Glen ROBBINS,"CAN, ",Road Cycling
1161,Gregorio CALOGGERO,"PER, ",Road Cycling
1162,Hans LEUTELT,"TCH, ",Road Cycling
1163,Rudolf HOUTSCH,"LUX, ",Road Cycling
1164,Milan POREDSKI,"YUG, ",Road Cycling
1165,Ahmet CETINER,"TUR, ",Road Cycling
1166,Minas KONSTANTINOU,"GRE, ",Road Cycling
1167,Miltiades IATROU,"GRE, ",Road Cycling
1168,Komi MOREIRA,"TOG, ",Road Cycling
1169,Antonin CHARVAT,"TCH, ",Road Cycling
1170,M. GEORGIEFF,"BUL, ",Road Cycling
1171,Pierre KÜHN,"LUX, ",Road Cycling
1172,K. SOSTARKO,"YUG, ",Road Cycling
1173,Dorjpalam TSOLMON,"MGL, ",Road Cycling
1174,Mohamed MIR,"ALG, ",Road Cycling
1175,Manuel ARAVENA,"CHI, ",Road Cycling
1176,Terumi OGURA,"JPN, ",Road Cycling
1177,Monique KNOL,"NED, ",Road Cycling
1178,Arthur TENN,"JAM, ",Road Cycling
1179,Tompson MENSAH,"TOG, ",Road Cycling
1180,David GILLOW,"ZIM, ",Road Cycling
1181,Marcel STAUBLE,"SUI, ",Road Cycling
1182,Wernell RENEAU,"BIZ, ",Road Cycling
1183,Ramon NORIEGA,"VEN, ",Road Cycling
1184,Glen ROBBINS,"CAN, ",Road Cycling
1185,Gregorio CALOGGERO,"PER, ",Road Cycling
1186,Hans LEUTELT,"TCH, ",Road Cycling
1187,Rudolf HOUTSCH,"LUX, ",Road Cycling
1188,Milan POREDSKI,"YUG, ",Road Cycling
1189,Ahmet CETINER,"TUR, ",Road Cycling
1190,Minas KONSTANTINOU,"GRE, ",Road Cycling
1191,Miltiades IATROU,"GRE, ",Road Cycling
1192,Komi MOREIRA,"TOG, ",Road Cycling
1193,Antonin CHARVAT,"TCH, ",Road Cycling
1194,M. GEORGIEFF,"BUL, ",Road Cycling
1195,Pierre KÜHN,"LUX, ",Road Cycling
1196,K. SOSTARKO,"YUG, ",Road Cycling
1197,Dorjpalam TSOLMON,"MGL, ",Road Cycling
1198,Mohamed MIR,"ALG, ",Road Cycling
1199,Manuel ARAVENA,"CHI, ",Road Cycling
1200,Abderrahmane MANSOURI,"ALG, ",Road Cycling
1201,Gracie ELVIN,"AUS, ",Road Cycling
1202,Jackson RODRIGUEZ,"VEN, ",Road Cycling
1203,Shara GILLOW,"AUS, ",Road Cycling
1204,Jakob FUGLSANG,"DEN, ",Road Cycling
1205,Michel LAFIS,"SWE, ",Road Cycling
1206,Damian MCDONALD,"AUS, ",Road Cycling
1207,Folke NILSSON,"SWE, ",Road Cycling
1208,K. SOVIC,"YUG, ",Road Cycling
1209,Cornelio A. PADILLA,"PHI, ",Road Cycling
1210,Antonio NEGRINI,"ITA, ",Road Cycling
1211,Eric BOHLIN,"SWE, ",Road Cycling
1212,Kazimierz JASINSKI,"POL, ",Road Cycling
1213,Franco FANTI,"ITA, ",Road Cycling
1214,Georg WANZENRIED,"SUI, ",Road Cycling
1215,Maarten VLIETMAN,"NED, ",Road Cycling
1216,Mieszyslaw KAPIAK,"POL, ",Road Cycling
1217,Alain MOINEAU,"FRA, ",Road Cycling
1218,Jose BEYAERT,"FRA, ",Road Cycling
1219,Mario NERI,"ITA, ",Road Cycling
1220,Istvan ADORJAN,"HUN, ",Road Cycling
1221,Robert DORGEBRAY,"FRA, ",Road Cycling
1222,Karoly NEMES,"HUN, ",Road Cycling
1223,Fritz SCHELLER,"GER, ",Road Cycling
1224,Abderrahmane MANSOURI,"ALG, ",Road Cycling
1225,Gracie ELVIN,"AUS, ",Road Cycling
1226,Jackson RODRIGUEZ,"VEN, ",Road Cycling
1227,Shara GILLOW,"AUS, ",Road Cycling
1228,Jakob FUGLSANG,"DEN, ",Road Cycling
1229,Michel LAFIS,"SWE, ",Road Cycling
1230,Damian MCDONALD,"AUS, ",Road Cycling
1231,Folke NILSSON,"SWE, ",Road Cycling
1232,K. SOVIC,"YUG, ",Road Cycling
1233,Cornelio A. PADILLA,"PHI, ",Road Cycling
1234,Antonio NEGRINI,"ITA, ",Road Cycling
1235,Eric BOHLIN,"SWE, ",Road Cycling
1236,Kazimierz JASINSKI,"POL, ",Road Cycling
1237,Franco FANTI,"ITA, ",Road Cycling
1238,Georg WANZENRIED,"SUI, ",Road Cycling
1239,Maarten VLIETMAN,"NED, ",Road Cycling
1240,Mieszyslaw KAPIAK,"POL, ",Road Cycling
1241,Alain MOINEAU,"FRA, ",Road Cycling
1242,Jose BEYAERT,"FRA, ",Road Cycling
1243,Mario NERI,"ITA, ",Road Cycling
1244,Istvan ADORJAN,"HUN, ",Road Cycling
1245,Robert DORGEBRAY,"FRA, ",Road Cycling
1246,Karoly NEMES,"HUN, ",Road Cycling
1247,Fritz SCHELLER,"GER, ",Road Cycling
1248,Tomasz BROZYNA,"POL, ",Road Cycling
1249,Didier ROUS,"FRA, ",Road Cycling
1250,Michael RICH,"GER, ",Road Cycling
1251,Henning JORGENSEN,"DEN, ",Road Cycling
1252,Richard TRINKLER,"SUI, ",Road Cycling
1253,Joze VALENCIC,"YUG, ",Road Cycling
1254,Francisco ELORRIAGA,"ESP, ",Road Cycling
1255,Roberto BREPPE,"ARG, ",Road Cycling
1256,Jan HENRIKSEN,"NOR, ",Road Cycling
1257,Stefano COLAGE,"ITA, ",Road Cycling
1258,Jozef REGEC,"TCH, ",Road Cycling
1259,Mats GUSTAFSSON,"SWE, ",Road Cycling
1260,Gyorgy SZUROMI,"HUN, ",Road Cycling
1261,Kemal KUCUKBAY,"TUR, ",Road Cycling
1262,Stoyan BOBEKOV,"BUL, ",Road Cycling
1263,Carmelo BARONE,"ITA, ",Road Cycling
1264,Alberto CONTADOR,"ESP, ",Road Cycling
1265,Atle PEDERSEN,"NOR, ",Road Cycling
1266,Zenon CZECHOWSKI,"POL, ",Road Cycling
1267,Wim VANSEVENANT,"BEL, ",Road Cycling
1268,Slawomir KOHUT,"POL, ",Road Cycling
1269,Gerhard TRAMPUSCH,"AUT, ",Road Cycling
1270,Matej JURCO,"SVK, ",Road Cycling
1271,Bernhard EISEL,"AUT, ",Road Cycling
1272,Tomasz BROZYNA,"POL, ",Road Cycling
1273,Didier ROUS,"FRA, ",Road Cycling
1274,Michael RICH,"GER, ",Road Cycling
1275,Henning JORGENSEN,"DEN, ",Road Cycling
1276,Richard TRINKLER,"SUI, ",Road Cycling
1277,Joze VALENCIC,"YUG, ",Road Cycling
1278,Francisco ELORRIAGA,"ESP, ",Road Cycling
1279,Roberto BREPPE,"ARG, ",Road Cycling
1280,Jan HENRIKSEN,"NOR, ",Road Cycling
1281,Stefano COLAGE,"ITA, ",Road Cycling
1282,Jozef REGEC,"TCH, ",Road Cycling
1283,Mats GUSTAFSSON,"SWE, ",Road Cycling
1284,Gyorgy SZUROMI,"HUN, ",Road Cycling
1285,Kemal KUCUKBAY,"TUR, ",Road Cycling
1286,Stoyan BOBEKOV,"BUL, ",Road Cycling
1287,Carmelo BARONE,"ITA, ",Road Cycling
1288,Alberto CONTADOR,"ESP, ",Road Cycling
1289,Atle PEDERSEN,"NOR, ",Road Cycling
1290,Zenon CZECHOWSKI,"POL, ",Road Cycling
1291,Wim VANSEVENANT,"BEL, ",Road Cycling
1292,Slawomir KOHUT,"POL, ",Road Cycling
1293,Gerhard TRAMPUSCH,"AUT, ",Road Cycling
1294,Matej JURCO,"SVK, ",Road Cycling
1295,Bernhard EISEL,"AUT, ",Road Cycling
1296,Yousef SHADI,"LBA, ",Road Cycling
1297,Ferrer DERTONIO,"BRA, ",Road Cycling
1298,P. LEONIDIS,"GRE, ",Road Cycling
1299,E. KLEIN,"LUX, ",Road Cycling
1300,Valdemar NIELSEN,"DEN, ",Road Cycling
1301,F. ZIMA,"TCH, ",Road Cycling
1302,J. VILPISAUSKAS,"LTU, ",Road Cycling
1303,H. PRUIN,"BEL, ",Road Cycling
1304,Jurg LUCHS,"SUI, ",Road Cycling
1305,Edgar CANO,"MEX, ",Road Cycling
1306,Abdallah BADRI,"LBA, ",Road Cycling
1307,Waldemar PEDRAZZI,"URU, ",Road Cycling
1308,Samand TJOIJILJAV,"MGL, ",Road Cycling
1309,Jiri NOUZA,"TCH, ",Road Cycling
1310,John TRICKEY,"AUS, ",Road Cycling
1311,Tesfaye MESFEN,"ETH, ",Road Cycling
1312,Petre NUTA,"ROU, ",Road Cycling
1313,Stanislav SVOBODA,"TCH, ",Road Cycling
1314,Juan PEREZ,"CHI, ",Road Cycling
1315,Paolo BETTINI,"ITA, ",Road Cycling
1316,Nicholas ROCHE,"IRL, ",Road Cycling
1317,Oleksandr FEDENKO,"UKR, ",Road Cycling
1318,Toms SKUJINS,"LAT, ",Road Cycling
1319,Michal GOLAS,"POL, ",Road Cycling
1320,Yousef SHADI,"LBA, ",Road Cycling
1321,Ferrer DERTONIO,"BRA, ",Road Cycling
1322,P. LEONIDIS,"GRE, ",Road Cycling
1323,E. KLEIN,"LUX, ",Road Cycling
1324,Valdemar NIELSEN,"DEN, ",Road Cycling
1325,F. ZIMA,"TCH, ",Road Cycling
1326,J. VILPISAUSKAS,"LTU, ",Road Cycling
1327,H. PRUIN,"BEL, ",Road Cycling
1328,Jurg LUCHS,"SUI, ",Road Cycling
1329,Edgar CANO,"MEX, ",Road Cycling
1330,Abdallah BADRI,"LBA, ",Road Cycling
1331,Waldemar PEDRAZZI,"URU, ",Road Cycling
1332,Samand TJOIJILJAV,"MGL, ",Road Cycling
1333,Jiri NOUZA,"TCH, ",Road Cycling
1334,John TRICKEY,"AUS, ",Road Cycling
1335,Tesfaye MESFEN,"ETH, ",Road Cycling
1336,Petre NUTA,"ROU, ",Road Cycling
1337,Stanislav SVOBODA,"TCH, ",Road Cycling
1338,Juan PEREZ,"CHI, ",Road Cycling
1339,Paolo BETTINI,"ITA, ",Road Cycling
1340,Nicholas ROCHE,"IRL, ",Road Cycling
1341,Oleksandr FEDENKO,"UKR, ",Road Cycling
1342,Toms SKUJINS,"LAT, ",Road Cycling
1343,Michal GOLAS,"POL, ",Road Cycling
1344,Johnny DAUWE,"BEL, ",Road Cycling
1345,Bojan UDOVIC,"YUG, ",Road Cycling
1346,Lorang CHRISTIANSEN,"NOR, ",Road Cycling
1347,René RILLON,"FRA, ",Road Cycling
1348,Alexis MICHIELS,"FRA, ",Road Cycling
1349,Gervais RIOUX,"CAN, ",Road Cycling
1350,Livio TRAPE,"ITA, ",Road Cycling
1351,Gustav-Adolf SCHUR,,Road Cycling
1352,Robbie MCEWEN,"AUS, ",Road Cycling
1353,Mauro RIBEIRO,"BRA, ",Road Cycling
1354,Oleg BONDARIK,"BLR, ",Road Cycling
1355,Walter BERNATSKY,"URU, ",Road Cycling
1356,Richard GROENENDAAL,"NED, ",Road Cycling
1357,Uwe PESCHEL,"GER, ",Road Cycling
1358,Svetlana SAMOKHVALOVA,,Road Cycling
1359,Orlando RODRIGUES,"POR, ",Road Cycling
1360,Janez ZIROVNIK,"YUG, ",Road Cycling
1361,Nuno MARTA,"POR, ",Road Cycling
1362,Kurt POSTL,"AUT, ",Road Cycling
1363,Yvonne ELKUCH,"LIE, ",Road Cycling
1364,Saulius SARKAUSKAS,"LTU, ",Road Cycling
1365,Rolf JAERMANN,"SUI, ",Road Cycling
1366,Alex ZUELLE,"SUI, ",Road Cycling
1367,Andras TAKACS,"HUN, ",Road Cycling
1368,Johnny DAUWE,"BEL, ",Road Cycling
1369,Bojan UDOVIC,"YUG, ",Road Cycling
1370,Lorang CHRISTIANSEN,"NOR, ",Road Cycling
1371,René RILLON,"FRA, ",Road Cycling
1372,Alexis MICHIELS,"FRA, ",Road Cycling
1373,Gervais RIOUX,"CAN, ",Road Cycling
1374,Livio TRAPE,"ITA, ",Road Cycling
1375,Gustav-Adolf SCHUR,,Road Cycling
1376,Robbie MCEWEN,"AUS, ",Road Cycling
1377,Mauro RIBEIRO,"BRA, ",Road Cycling
1378,Oleg BONDARIK,"BLR, ",Road Cycling
1379,Walter BERNATSKY,"URU, ",Road Cycling
1380,Richard GROENENDAAL,"NED, ",Road Cycling
1381,Uwe PESCHEL,"GER, ",Road Cycling
1382,Svetlana SAMOKHVALOVA,,Road Cycling
1383,Orlando RODRIGUES,"POR, ",Road Cycling
1384,Janez ZIROVNIK,"YUG, ",Road Cycling
1385,Nuno MARTA,"POR, ",Road Cycling
1386,Kurt POSTL,"AUT, ",Road Cycling
1387,Yvonne ELKUCH,"LIE, ",Road Cycling
1388,Saulius SARKAUSKAS,"LTU, ",Road Cycling
1389,Rolf JAERMANN,"SUI, ",Road Cycling
1390,Alex ZUELLE,"SUI, ",Road Cycling
1391,Andras TAKACS,"HUN, ",Road Cycling
1392,John DEGENKOLB,"GER, ",Road Cycling
1393,Clyde SEFTON,"AUS, ",Road Cycling
1394,Vladimir VONDRACEK,"TCH, ",Road Cycling
1395,Bernt JOHANSSON,"SWE, ",Road Cycling
1396,Marcel SIEBERG,"GER, ",Road Cycling
1397,Gabor KASA,"SRB, ",Road Cycling
1398,Marko CUDERMAN,"YUG, ",Road Cycling
1399,Chainarong SOPHONPONG,"THA, ",Road Cycling
1400,Johan VANSUMMEREN,"BEL, ",Road Cycling
1401,Stefan SCHUMACHER,"GER, ",Road Cycling
1402,Stephen BAUER,"CAN, ",Road Cycling
1403,Svein TUFT,"CAN, ",Road Cycling
1404,Andrzej BLAWDZIN,"POL, ",Road Cycling
1405,Ornulf ANDRESEN,"NOR, ",Road Cycling
1406,Radoslaw ROMANIK,"POL, ",Road Cycling
1407,Sylwester SZMYD,"POL, ",Road Cycling
1408,Thomas DEKKER,"NED, ",Road Cycling
1409,Mads KAGGESTAD,"NOR, ",Road Cycling
1410,Jure GOLCER,"SLO, ",Road Cycling
1411,Nebojsa JOVANOVIC,"SRB, ",Road Cycling
1412,Aurelie HALBWACHS,"MRI, ",Road Cycling
1413,Mercedes CAGIGAS,"ESP, ",Road Cycling
1414,Hans HEINEMANN,"SUI, ",Road Cycling
1415,Ruber MARIN,"COL, ",Road Cycling
1416,Christophe MOREAU,"FRA, ",Road Cycling
1417,Fredy GONZALEZ,"COL, ",Road Cycling
1418,Mario AERTS,"BEL, ",Road Cycling
1419,Marcio MAY,"BRA, ",Road Cycling
1420,Paulo CAICEDO,"ECU, ",Road Cycling
1421,Joseph FARRUGIA,"MLT, ",Road Cycling
1422,Hratch ZADOURIAN,"LIB, ",Road Cycling
1423,Denis PELIZZARI,"FRA, ",Road Cycling
1424,Joslyn CHAVARRIA,"BIZ, ",Road Cycling
1425,Ali PARRA,"VEN, ",Road Cycling
1426,Vatche ZADOURIAN,"LIB, ",Road Cycling
1427,Martin MARTINOV,"BUL, ",Road Cycling
1428,Nicki SOERENSEN,"DEN, ",Road Cycling
1429,Istvan SCHMIDT,"HUN, ",Road Cycling
1430,Istvan LISZKAI,"HUN, ",Road Cycling
1431,Andrzej SYPYKOWSKI,"POL, ",Road Cycling
1432,Mikhail KLAINEROFF,"BUL, ",Road Cycling
1433,F. BOSSI,"SUI, ",Road Cycling
1434,Alphonse PARFONDRY,"BEL, ",Road Cycling
1435,E. GIRRES,"LUX, ",Road Cycling
1436,J. SAGHI,"HUN, ",Road Cycling
1437,Rudolf KRAMER,"AUT, ",Road Cycling
1438,Istvan MÜLLER,"HUN, ",Road Cycling
1439,Josef SIDLO,"TCH, ",Road Cycling
1440,Christophe MOREAU,"FRA, ",Road Cycling
1441,Fredy GONZALEZ,"COL, ",Road Cycling
1442,Mario AERTS,"BEL, ",Road Cycling
1443,Marcio MAY,"BRA, ",Road Cycling
1444,Paulo CAICEDO,"ECU, ",Road Cycling
1445,Joseph FARRUGIA,"MLT, ",Road Cycling
1446,Hratch ZADOURIAN,"LIB, ",Road Cycling
1447,Denis PELIZZARI,"FRA, ",Road Cycling
1448,Joslyn CHAVARRIA,"BIZ, ",Road Cycling
1449,Ali PARRA,"VEN, ",Road Cycling
1450,Vatche ZADOURIAN,"LIB, ",Road Cycling
1451,Martin MARTINOV,"BUL, ",Road Cycling
1452,Nicki SOERENSEN,"DEN, ",Road Cycling
1453,Istvan SCHMIDT,"HUN, ",Road Cycling
1454,Istvan LISZKAI,"HUN, ",Road Cycling
1455,Andrzej SYPYKOWSKI,"POL, ",Road Cycling
1456,Mikhail KLAINEROFF,"BUL, ",Road Cycling
1457,F. BOSSI,"SUI, ",Road Cycling
1458,Alphonse PARFONDRY,"BEL, ",Road Cycling
1459,E. GIRRES,"LUX, ",Road Cycling
1460,J. SAGHI,"HUN, ",Road Cycling
1461,Rudolf KRAMER,"AUT, ",Road Cycling
1462,Istvan MÜLLER,"HUN, ",Road Cycling
1463,Josef SIDLO,"TCH, ",Road Cycling
1464,François VANDERMOTTE,"BEL, ",Road Cycling
1465,Joseph LOWAGIE,"BEL, ",Road Cycling
1466,Karl LANDSBERG,"SWE, ",Road Cycling
1467,Erik FRIBORG,"SWE, ",Road Cycling
1468,Robert GRONDELAERS,"BEL, ",Road Cycling
1469,Adrianus VOORTING,"NED, ",Road Cycling
1470,Otto JENSEN,"DEN, ",Road Cycling
1471,Pierre PEINAUD,"FRA, ",Road Cycling
1472,Gunnar GORANSSON,"SWE, ",Road Cycling
1473,Jaime HUELAMO,"ESP, ",Road Cycling
1474,Lucjan LIS,"POL, ",Road Cycling
1475,Laszlo MAHO,"HUN, ",Road Cycling
1476,Aurelio CESTARI,"ITA, ",Road Cycling
1477,Edita PUCINSKAITE,"LTU, ",Road Cycling
1478,Yumiko SUZUKI,"JPN, ",Road Cycling
1479,Curt SODERLUND,"SWE, ",Road Cycling
1480,Gilbert GLAUS,"SUI, ",Road Cycling
1481,Giuseppe MARTINELLI,"ITA, ",Road Cycling
1482,Jan VALACH,"SVK, ",Road Cycling
1483,Laszlo BODROGI,"HUN, ",Road Cycling
1484,Hubert BACHLI,"SUI, ",Road Cycling
1485,Juris SILOVS,"LAT, ",Road Cycling
1486,Luzia ZBERG,"SUI, ",Road Cycling
1487,Tracey WATSON,"AUS, ",Road Cycling
1488,Josef ZILKER,"AUT, ",Road Cycling
1489,Barbara HEEB,"SUI, ",Road Cycling
1490,Fritz RULAND,"GER, ",Road Cycling
1491,Claude PEDEN,"CAN, ",Road Cycling
1492,Valter BONCA,"YUG, ",Road Cycling
1493,Orhan SUDA,"TUR, ",Road Cycling
1494,Arsen GHAZARYAN,"ARM, ",Road Cycling
1495,Erik DEKKER,"NED, ",Road Cycling
1496,Aart VIERHOUTEN,"NED, ",Road Cycling
1497,Mario CIPOLLINI,"ITA, ",Road Cycling
1498,Alberto VELASQUEZ,"URU, ",Road Cycling
1499,Antonin PERIC,"TCH, ",Road Cycling
1500,Francis CASTAING,"FRA, ",Road Cycling
1501,Tore MILSETT,"NOR, ",Road Cycling
1502,Kees PRIEM,"NED, ",Road Cycling
1503,Mevlut BORA,"TUR, ",Road Cycling
1504,Hennie KUIPER,"NED, ",Road Cycling
1505,Antonius POELS,"NED, ",Road Cycling
1506,Nicolaas VERHOEVEN,"NED, ",Road Cycling
1507,Bernt SCHELER,"SWE, ",Road Cycling
1508,Mauno UUSIVIRTA,"FIN, ",Road Cycling
1509,Jussi VEIKKANEN,"FIN, ",Road Cycling
1510,Raoul FAHLIN,"SWE, ",Road Cycling
1511,Marianne BERGLUND,"SWE, ",Road Cycling
1512,Josef ZILKER,"AUT, ",Road Cycling
1513,Barbara HEEB,"SUI, ",Road Cycling
1514,Fritz RULAND,"GER, ",Road Cycling
1515,Claude PEDEN,"CAN, ",Road Cycling
1516,Valter BONCA,"YUG, ",Road Cycling
1517,Orhan SUDA,"TUR, ",Road Cycling
1518,Arsen GHAZARYAN,"ARM, ",Road Cycling
1519,Erik DEKKER,"NED, ",Road Cycling
1520,Aart VIERHOUTEN,"NED, ",Road Cycling
1521,Mario CIPOLLINI,"ITA, ",Road Cycling
1522,Alberto VELASQUEZ,"URU, ",Road Cycling
1523,Antonin PERIC,"TCH, ",Road Cycling
1524,Francis CASTAING,"FRA, ",Road Cycling
1525,Tore MILSETT,"NOR, ",Road Cycling
1526,Kees PRIEM,"NED, ",Road Cycling
1527,Mevlut BORA,"TUR, ",Road Cycling
1528,Hennie KUIPER,"NED, ",Road Cycling
1529,Antonius POELS,"NED, ",Road Cycling
1530,Nicolaas VERHOEVEN,"NED, ",Road Cycling
1531,Bernt SCHELER,"SWE, ",Road Cycling
1532,Mauno UUSIVIRTA,"FIN, ",Road Cycling
1533,Jussi VEIKKANEN,"FIN, ",Road Cycling
1534,Raoul FAHLIN,"SWE, ",Road Cycling
1535,Marianne BERGLUND,"SWE, ",Road Cycling
1536,Karsten KROON,"NED, ",Road Cycling
1537,Iryna CHUZHYNOVA,"UKR, ",Road Cycling
1538,Thomas VOECKLER,"FRA, ",Road Cycling
1539,Nataliya KACHALKA,"UKR, ",Road Cycling
1540,Erwin JAISLI,"SUI, ",Road Cycling
1541,Grete TREIER,"EST, ",Road Cycling
1542,Andrej HAUPTMAN,"SLO, ",Road Cycling
1543,Frank HOJ,"DEN, ",Road Cycling
1544,Eduard SCHUTZ,"LUX, ",Road Cycling
1545,Priska DOPPMANN,"SUI, ",Road Cycling
1546,Jens VOIGT,"GER, ",Road Cycling
1547,Nicki SORENSEN,"DEN, ",Road Cycling
1548,Haluk GUNOZGEN,"TUR, ",Road Cycling
1549,Francisco PEREZ,"URU, ",Road Cycling
1550,Peter LUTTENBERGER,"AUT, ",Road Cycling
1551,Daniel A. OLIVARES,"PHI, ",Road Cycling
1552,Sirop ARSLANIAN,"LIB, ",Road Cycling
1553,Michael MCBEATH,"ZIM, ",Road Cycling
1554,Lindford GILLITT,"BIZ, ",Road Cycling
1555,Ramon ZAVALETA,"PER, ",Road Cycling
1556,Marielle GUICHARD,"FRA, ",Road Cycling
1557,Nuri KAHEIL,"LBA, ",Road Cycling
1558,Chartchai JUNTRAT,"THA, ",Road Cycling
1559,Joseph KONO,"CMR, ",Road Cycling
1560,Stein BRAATHEN,"NOR, ",Road Cycling
1561,Christian JOURDAIN,"FRA, ",Road Cycling
1562,Serge DEMIERRE,"SUI, ",Road Cycling
1563,Sebastian LANGEVELD,"NED, ",Road Cycling
1564,Stijn VANDENBERGH,"BEL, ",Road Cycling
1565,Marta VILAJOSANA,"ESP, ",Road Cycling
